NewsID	NewsTypeID	Title	SubTitle	Summary	Article	DateArticle	DateRelease	DateArchive	Active	Tags	URL
45	2	Download 'Old Fashioned' now!			<p>You can download 'Old Fashioned' from the forthcoming album The Lady Killer, exclusively on iTunes right now!<br />  <br />  <a href="http://atlr.ec/9L5LyP">Download 'Old Fashioned' here.<br /><br /> <object width="100%" height="340"><param name="movie" value="http://www.youtube.com/v/gUAuZ2qWvsk?fs=1&amp;hl=en_US"></param><param name="allowFullScreen" value="true"></param><param name="allowscriptaccess" value="always"></param><embed src="http://www.youtube.com/v/gUAuZ2qWvsk?fs=1&amp;hl=en_US" type="application/x-shockwave-flash" allowscriptaccess="always" allowfullscreen="true" width="100%" height="340"></embed></object></a></p>	2010-10-19 16:26:00.000	2010-10-19 16:19:00.000	2020-10-19 00:00:00.000	1		http://www.ceelogreen.com/news,view_45.htm
46	0	World Exclusive Album Preview of 'The Lady Killer'!		Listen to previews of every track from Cee Lo Green's brand new album, 'The Lady Killer'	<p>Watch 60 second preview videos of every track from Cee Lo Green's brand new album, 'The Lady Killer', on his official Youtube channel!</p>  <p>Click below to watch now.</p>  <p><a target="_blank" href="http://www.youtube.com/watch?v=kb_E4XM0VHQ&amp;p=0A5CB28D1A040803&amp;index=10&amp;playnext=1"><img alt="" border="0" src="http://www.wmuk-apache.co.uk/ceelogreen/mailerimages/CeeLo_albumpreviewstill1.jpg" /></a></p>	2010-10-20 09:46:00.000	2010-10-20 09:20:00.000	2020-10-20 00:00:00.000	1		http://www.ceelogreen.com/news,view_46.htm
47	4	THE LADY KILLER			<p>The Lady Killer, l'album de Cee Lo Green, sortira le 8 novembre!</p>  <p><img height="215" width="215" src="http://loft965.files.wordpress.com/2010/10/cee-lo-green-lady-killer-official-album-cover-e1286107436393.jpg?w=425&amp;h=425" alt="" /></p>  <p><a href="http://clkuk.tradedoubler.com/click?p=23753&amp;a=1818582&amp;url=http://itunes.apple.com/fr/preorder/the-lady-killer/id398220638?partnerId=2003" target="_parent">Pr&eacute;commandez </a>l'album d&egrave;s maintenant</p>  <p><a href="http://clkuk.tradedoubler.com/click?p=23753&amp;a=1818582&amp;url=http://itunes.apple.com/fr/preorder/the-lady-killer-deluxe/id398207757?partnerId=2003" target="_parent">Pr&eacute;commandez </a>la version deluxe de l'album</p>  <p><a href="http:// http://clkuk.tradedoubler.com/click?p=23753&amp;a=1818582&amp;url=http://itunes.apple.com/fr/album/f-k-you-single/id396453759?partnerId=2003" target="_parent"><br />  </a></p>	2010-10-20 10:28:00.000	2010-10-20 10:20:00.000	2020-10-20 00:00:00.000	1		http://www.ceelogreen.com/news,view_47.htm
48	4	Un extrait du nouvel album en écoute			<p>D&eacute;couvrez chaque jour un extrait du nouvel album</p>  <p><a target="_blank" href="http://www.youtube.com/watch?v=RWsi4GBIaJc"><img alt="" src="http://nsa24.casimages.com/img/2010/10/20/mini_101020011033434271.jpg" /></a></p>  <p>Aujourd'hui: <a target="_parent" href="http://www.youtube.com/watch?v=RWsi4GBIaJc">&quot;Bright Lights Bigger City&quot;</a></p>  <p>&nbsp;</p>  <p>&nbsp;</p>	2010-10-20 12:07:00.000	2010-10-20 12:20:00.000	2020-10-20 00:00:00.000	1		http://www.ceelogreen.com/news,view_48.htm
49	2	Watch Cee Lo on Fuse TV!			<p>Check out the premiere episode of Cee Lo's new show on Fuse entitled <a href="http://www.fusemusic.com/lay-it-down">Lay It Down</a> TONIGHT at 11pm EST, featuring Ludacris.</p>	2010-10-20 15:57:00.000	2010-10-20 15:20:00.000	2020-10-20 00:00:00.000	1		http://www.ceelogreen.com/news,view_49.htm
50	4	Ecoutez un nouvel extrait de The Lady Killer: "It's OK"			<p>D&eacute;couvrez chaque jour un extrait du nouvel album</p>  <p>&nbsp;<a target="_blank" href="http://www.youtube.com/watch?v=kb_E4XM0VHQ"><img height="157" width="279" alt="" src="http://nsa19.casimages.com/img/2010/10/21/101021065821135162.jpg" /></a></p>  <p><br />  Aujourd'hui: <a href="http://www.youtube.com/watch?v=kb_E4XM0VHQ" target="_parent">&quot;It's OK&quot;</a></p>	2010-10-21 17:54:00.000	2010-10-21 17:21:00.000	2020-10-21 00:00:00.000	1		http://www.ceelogreen.com/news,view_50.htm
51	4	Ecoutez un nouvel extrait de The Lady Killer: "Wilderflower"			<p>D&eacute;couvrez chaque jour un extrait du nouvel album!</p>  <p><a href="http://www.youtube.com/watch?v=PUXtdmeSYQ4&amp;feature=channel" target="_parent"><img src="http://www.wmuk-apache.co.uk/ceelogreen/mailerimages/CeeLo_albumpreviewstill1.jpg" alt="" /></a><br />  Aujourd'hui: <a href="http://www.youtube.com/watch?v=PUXtdmeSYQ4&amp;feature=channel" target="_parent">&quot;Wilderflower&quot;</a></p>	2010-10-25 10:47:00.000	2010-10-25 10:25:00.000	2020-10-25 00:00:00.000	1	News,Album	http://www.ceelogreen.com/news,view_51.htm
52	1	Cee Lo's Q Feature			<p>Cee Lo Green features in the latest issue of Q Magazine.</p>  <p>Click <a target="_parent" href="http://www.wmuk-apache.co.uk/ceelogreen/Cee%20Lo%20Green%20-%20Q%20Feature-%20Dec%2020101.jpg">HERE</a> to read now!</p>  <p><a target="_blank" href="http://www.wmuk-apache.co.uk/ceelogreen/Cee%20Lo%20Green%20-%20Q%20Feature-%20Dec%2020101.jpg"><img alt="" width="300" border="0" src="http://www.wmuk-apache.co.uk/ceelogreen/Cee%20Lo%20Green%20-%20Q%20Feature-%20Dec%202010front.jpg" /></a></p>	2010-10-26 14:45:00.000	2010-10-26 14:26:00.000	2020-10-26 00:00:00.000	1		http://www.ceelogreen.com/news,view_52.htm
53	2	Vote 'F**k You' in Fuse's Top 40 of 2010			Fuse TV is letting their viewers determine the #1 music video of 2010 and we need your help to make sure that video is 'F**k You' by Cee Lo Green!  <br /><br />    The #1 video will be revealed on Saturday, December 4 at 7pm ET on the Top 40 of 2010.<br /><br />    Get voting now!<br /><br />    <script type="text/javascript" src="http://cdn.widgetserver.com/syndication/subscriber/InsertWidget.js"></script><script type="text/javascript">if (WIDGETBOX) WIDGETBOX.renderWidget('02aff7f9-bff7-4b87-977f-10676c82139f');</script><noscript>Get the <a href="http://www.widgetbox.com/widget/fuse-top-40-of-2010-cee-lo-green-vs-shontelle">Fuse.tv | Cee Lo Green vs. Shontelle</a> widget and many other <a href="http://www.widgetbox.com/">great free widgets</a> at <a href="http://www.widgetbox.com">Widgetbox</a>! Not seeing a widget? (<a href="http://docs.widgetbox.com/using-widgets/installing-widgets/why-cant-i-see-my-widget/">More info</a>)</noscript>    	2010-10-26 17:32:00.000	2010-10-26 17:26:00.000	2020-10-26 00:00:00.000	1		http://www.ceelogreen.com/news,view_53.htm
54	2	Watch 'Bright Lights Bigger City' Trailer Now!			<p>Watch the slick new trailer for 'Bright Lights Bigger City' taken from Cee Lo Green's forthcoming album The Lady Killer.</p>  <object width="100%" height="344"><param name="movie" value="http://www.youtube.com/v/DrHhG11-icc?hl=en&fs=1"></param><param name="allowFullScreen" value="true"></param><param name="allowscriptaccess" value="always"></param><embed src="http://www.youtube.com/v/DrHhG11-icc?hl=en&fs=1" type="application/x-shockwave-flash" allowscriptaccess="always" allowfullscreen="true" width="100%" height="344"></embed></object>  <p>&nbsp;</p>	2010-10-26 19:11:00.000	2010-10-26 19:26:00.000	2020-10-26 00:00:00.000	1		http://www.ceelogreen.com/news,view_54.htm
55	1	WIN TICKETS TO SEE CEE LO LIVE THIS MONDAY!		You can win tickets to see Cee Lo Green perform at Koko this coming Monday.	<p>Win tickets to see Cee Lo Green perform at Koko in London this coming Monday, 1st November, for The Album Chart Show.<br />  <br />  Click&nbsp;<a target="_parent" href="http://www.ceelogreen.com/competitions/albumchartshow/"><font color="#ff0000"><strong>here</strong></font></a> to sign up now!&nbsp; Winners will be notified first thing Monday morning.&nbsp;<br />  <br />  Good luck!</p>	2010-10-28 16:43:00.000	2010-10-28 16:28:00.000	2020-10-28 00:00:00.000	1		http://www.ceelogreen.com/news,view_55.htm
56	1	Amazing Album Reviews!			<p><img alt="" src="http://www.wmuk-apache.co.uk/ceelogreen/Album%20Packshot%20Hi_small.jpg" /></p>  <p>Cee Lo releases his brand new album The Lady Killer next week, Monday 8th November!</p>  <p>The album has been received brilliantly, with the Sunday Times describing&nbsp;it as 'an album of incredible beauty and power'.&nbsp;<br />  <br />  You can read some of the reviews below:<br />  <br />  <a style="text-decoration: none" target="_parent" href="http://www.wmuk-apache.co.uk/ceelogreen/articles/The_Sunday_Times.JPG">SUNDAY TIMES<br />  </a><a style="text-decoration: none" href="http://www.wmuk-apache.co.uk/ceelogreen/articles/The_Telegraph.JPG">THE TELEGRAPH</a><br />  <a style="text-decoration: none" target="_parent" href="http://www.wmuk-apache.co.uk/ceelogreen/articles/The_Independent.JPG">THE INDEPENDENT<br />  </a><br />  Make sure you pre-order The Lady Killer now to get your hands on it first thing Monday morning!&nbsp;<br />  <br />  Pre-order from:&nbsp; <a style="text-decoration: none" target="_parent" href="http://bit.ly/d37lU9">ITUNES</a>&nbsp;| <a style="text-decoration: none" target="_parent" href="http://bit.ly/9xptJO">HMV&nbsp;</a>| <a style="text-decoration: none" target="_parent" href="http://amzn.to/9Wpiw7">AMAZON</a>&nbsp;| <a style="text-decoration: none" target="_parent" href="http://bit.ly/cPYg1t">PLAY&nbsp;</a>| <a style="text-decoration: none" target="_parent" href="http://www.ceelogreen.com/store/products,ladykiller-album_21.htm">CEELOGREEN.COM</a></p>	2010-11-01 12:24:00.000	2010-11-01 12:01:00.000	2020-11-01 00:00:00.000	1		http://www.ceelogreen.com/news,view_56.htm
57	4	The Lady Killer: Avant Premiere digitale			<p>The Lady Killer sera disponible en digital d&egrave;s le 5 novembre!</p>  <p>Pr&eacute;commandez l'album d&egrave;s maintenant sur&nbsp; <a target="_parent" href="http://clkuk.tradedoubler.com/click?p=23753&amp;a=1818582&amp;url=http://itunes.apple.com/fr/preorder/the-lady-killer-deluxe/id398207757?partnerId=2003"><img height="14" width="58" alt="" src="http://nsa20.casimages.com/img/2010/11/02/101102024851107434.jpg" /></a></p>	2010-11-02 13:46:00.000	2010-11-02 13:02:00.000	2020-11-02 00:00:00.000	1		http://www.ceelogreen.com/news,view_57.htm
58	2	Download 'It's OK' from iTunes now			<p>The third and final pre-release single from The Lady Killer is now available at iTunes!<br />  <br />  Check out this amazing track, 'It&rsquo;s OK' on <a href="http://atlr.ec/9iZZGr">iTunes HERE</a>.<br />  <br />  There's only one week until The Lady Killer is out everywhere!<br />  <br />  <a href="http://atlr.ec/9iZZGr"><img src="http://flash.atlrec.com/cee_lo_green/itsokceelo.jpg" alt="" /></a></p>	2010-11-02 19:36:00.000	2010-11-02 19:02:00.000	2020-11-02 00:00:00.000	1		http://www.ceelogreen.com/news,view_58.htm
59	2	Relationship advice by The Lady Killer			The Lady Killer himself answered relationship questions on GQ.com. Head over to <a href="http://www.gq.com/entertainment/celebrities/201011/ask-cee-lo">GQ.com</a> to find out what kind of advice Cee Lo Green has to offer to guys in strife with their girls. <br /><br />    <a href="http://www.gq.com/entertainment/celebrities/201011/ask-cee-lo"><img src="http://www.gq.com/images/entertainment/2010/10/dear-cee-lo/dear-cee-lo_628x434.jpg"></a>	2010-11-02 19:55:00.000	2010-11-02 19:02:00.000	2020-11-02 00:00:00.000	1		http://www.ceelogreen.com/news,view_59.htm
60	2	Preview The Lady Killer on NPR			The Lady Killer doesn't arrive until next week, but you can listen to the entire album exclusively on NPR Music right now. Listen on <a href="http://www.npr.org/templates/story/story.php?storyId=130913191">NPR.org HERE.</a>	2010-11-02 20:06:00.000	2010-11-02 20:02:00.000	2020-11-02 00:00:00.000	1		http://www.ceelogreen.com/news,view_60.htm
61	0	It's Ok To Say You Love You Me			<p>&nbsp;</p>  <p>CLICK BELOW TO WATCH NOW</p>  <p><a target="_blank" href="http://www.youtube.com/watch?v=cYjC75pmWIk"><img alt="" src="http://www.wmuk-apache.co.uk/ceelogreen/Ceelo_itsok2.jpg" /></a></p>  <p>CLICK ABOVE TO WATCH NOW</p>	2010-11-04 10:31:00.000	2010-11-04 10:04:00.000	2020-11-04 00:00:00.000	1		http://www.ceelogreen.com/news,view_61.htm
63	2	Win Tickets To Exclusive Show In New York!			Become a fan of <a href="http://www.facebook.com/wnewyork">W New York</a> for your chance to win tickets to the exclusive live performance by Cee Lo Green and the live premiere of The Lady Killer at W New York hotel on November 11th. 5 winners will be chosen at random by 5pm today so make it good one!	2010-11-04 17:14:00.000	2010-11-04 17:04:00.000	2020-11-04 00:00:00.000	1		http://www.ceelogreen.com/news,view_63.htm
64	1	BBC Breakfast		Watch Cee Lo's interview on BBC Breakfast...	<p>If you missed Cee Lo Green on BBC Breakfast, make sure you watch it now below!</p>  <p><!-- Start of Brightcove Player -->    <div style="display:none">    </div>    <!--  By use of this code snippet, I agree to the Brightcove Publisher T and C   found at https://accounts.brightcove.com/en/terms-and-conditions/.   -->    <script language="JavaScript" type="text/javascript" src="http://admin.brightcove.com/js/BrightcoveExperiences.js"></script>    <object id="myExperience660421440001" class="BrightcoveExperience">    <param name="bgcolor" value="#FFFFFF" />    <param name="width" value="480" />    <param name="height" value="270" />    <param name="playerID" value="589143912001" />    <param name="playerKey" value="AQ~~,AAAAAyiIY-k~,nwbxG65xosVESevOQH-7LGuix-5N4jam" />    <param name="isVid" value="true" />    <param name="isUI" value="true" />    <param name="dynamicStreaming" value="true" />        <param name="@videoPlayer" value="660421440001" />  </object>    <!--   This script tag will cause the Brightcove Players defined above it to be created as soon  as the line is read by the browser. If you wish to have the player instantiated only after  the rest of the HTML is processed and the page load is complete, remove the line.  -->  <script type="text/javascript">brightcove.createExperiences();</script>    <!-- End of Brightcove Player --></p>	2010-11-04 17:21:00.000	2010-11-04 17:04:00.000	2020-11-04 00:00:00.000	1		http://www.ceelogreen.com/news,view_64.htm
65	2	Vulture Hangs Out in Cee Lo Green’s Hotel Room			New York Magazine Vulture blog got the chance to hang out with Cee Lo in his hotel room. Find out what happened and what they saw on <a href="Vulture Hangs Out in Cee-Lo Green’s Hotel Room">NYmag.com here</a>.<br /><br /><img src="http://images.nymag.com/images/2/daily/2010/11/03_ceelogreen_560x375.jpg">	2010-11-04 19:58:00.000	2010-11-04 19:04:00.000	2020-11-04 00:00:00.000	1		http://www.ceelogreen.com/news,view_65.htm
66	1	Cee Lo in the Live Lounge			<p>If you missed Cee Lo in the Radio 1 Live Lounge, make sure you click&nbsp;<a target="_parent" href="http://www.bbc.co.uk/radio1/sessions/2010-11-03_ceelo">here</a> to listen to 'Forget You' and his amazing cover of Kings of Leon's 'Radioactive'!</p>	2010-11-04 21:03:00.000	2010-11-04 21:04:00.000	2020-11-04 00:00:00.000	1		http://www.ceelogreen.com/news,view_66.htm
67	1	The Lady Killer Out Now!			<p><img alt="" width="250" src="http://www.wmuk-apache.co.uk/ceelogreen/Album%20Packshot%20Hi_small.jpg" /></p>  <p><font color="#ff99cc" size="4">&quot;A voice of such beauty and longing that it takes your breath away... An album of incredible beauty and power.&quot;</font> - Sunday Times 5*<br />  <br />  <font color="#ff99cc" size="4">&quot;A voice rich with emotion, replete with the timbre and tone of classic gospel, blues and soul... Utterly charming.&quot;</font>&nbsp; - Daily Telegraph 4*<br />  <br />  <font color="#ff99cc" size="4">&quot;This late contender for album of the year is a modern soul classic.&quot;</font>&nbsp; - News of the World 5*&nbsp;</p>  <p>The Lady Killer, the highly anticipated new album from Cee Lo Green, is out now and available to buy!&nbsp;<br />  <br />  You can buy the album now from:</p>  <p><a style="text-decoration: none" target="_parent" href="http://bit.ly/cVqAXm">ITUNES</a><br />  <a style="text-decoration: none" target="_parent" href="http://bit.ly/baQcnC">HMV</a><br />  <a style="text-decoration: none" href="http://bit.ly/aYEWIl">PLAY</a><br />  <a style="text-decoration: none" href="http://amzn.to/bJ82Sm">AMAZON</a><br />  <a style="text-decoration: none" store="" www.ceelogreen.com="" href="http://www.ceelogreen.com/store/products,limited-edition-album-pin-set_25.htm?cmpid=wb/ceelo/081110/website/news">CEELOGREEN.COM</a></p>  <p>Already bought 'Forget You' from <a style="text-decoration: none" target="_blank" href="http://bit.ly/cGXVcW">ITUNES</a>? Click <a style="text-decoration: none" target="_blank" href="http://bit.ly/cGXVcW">HERE</a> to visit the iTunes store and <a style="text-decoration: none" target="_blank" href="http://bit.ly/cGXVcW">COMPLETE YOUR ALBUM</a> at a SPECIAL PRICE!</p>	2010-11-08 07:00:00.000	2010-11-08 07:08:00.000	2020-11-05 00:00:00.000	1		http://www.ceelogreen.com/news,view_67.htm
